geohash_id	consumption_level	activity_level	date_id
a0f907866	79.34935760498047	70.18058776855469	20230407
76ce9d5f7	74.23930358886719	75.81602478027344	20230404
76ce9d5f7	72.78777313232422	79.00028228759766	20230405
76ce9d5f7	76.3275375366211	75.24405670166016	20230406
76ce9d5f7	71.96627807617188	77.73175811767578	20230407
460061ab8	64.73992156982422	69.9308090209961	20230404
460061ab8	73.43655395507812	74.45948791503906	20230405
460061ab8	69.9428482055664	69.98558807373047	20230406
460061ab8	74.51883697509766	70.46646118164062	20230407
9c0c965c9	70.38578796386719	70.70999908447266	20230404
9c0c965c9	69.48957061767578	69.7252197265625	20230405
9c0c965c9	75.5995101928711	72.09668731689453	20230406
9c0c965c9	69.86477661132812	74.44979858398438	20230407
532cc1c3b	76.16283416748047	76.32244110107422	20230404
532cc1c3b	70.1152572631836	62.10637283325195	20230405
532cc1c3b	70.72412109375	69.1607666015625	20230406
532cc1c3b	76.01803588867188	70.50253295898438	20230407
fb1d6b50c	75.38771057128906	76.6645736694336	20230404
fb1d6b50c	68.75894165039062	69.91572570800781	20230405
fb1d6b50c	75.6266098022461	76.47113800048828	20230406
fb1d6b50c	70.1073226928711	73.3678970336914	20230407
0a2120d0e	76.06600952148438	76.3104248046875	20230404
0a2120d0e	71.93923950195312	74.37725830078125	20230405
0a2120d0e	69.0610580444336	70.43586730957031	20230406
0a2120d0e	75.15930938720703	69.90888214111328	20230407
06bfd741f	61.00668716430664	76.56625366210938	20230404
06bfd741f	75.02450561523438	74.41463470458984	20230405
06bfd741f	72.31790924072266	75.29998016357422	20230406
06bfd741f	70.83570098876953	74.44798278808594	20230407
0551d992g	76.45430755615234	76.14151000976562	20230404
0551d992g	68.51400756835938	69.00798797607422	20230405
0551d992g	70.67292022705078	70.18807220458984	20230406
0551d992g	82.0322265625	70.50028991699219	20230407
740fc409h	72.44619750976562	76.31242370605469	20230404
740fc409h	78.7690200805664	73.17375946044922	20230405
740fc409h	69.97418212890625	68.73771667480469	20230406
740fc409h	72.68912506103516	74.74231719970703	20230407
dc56e7c0j	68.39507293701172	70.28816986083984	20230404
dc56e7c0j	70.7486801147461	78.437744140625	20230405
dc56e7c0j	74.31697082519531	72.21593475341797	20230406
dc56e7c0j	73.22624206542969	70.51639556884766	20230407
02a9ee71k	68.42816162109375	69.69446563720703	20230404
02a9ee71k	72.42652893066406	78.99578857421875	20230405
02a9ee71k	70.32596588134766	69.71267700195312	20230406
02a9ee71k	81.79405212402344	70.02705383300781	20230407
ade14f48m	76.67503356933594	76.5103530883789	20230404
ade14f48m	72.78418731689453	79.00112915039062	20230405
ade14f48m	76.32068634033203	75.59061431884766	20230406
ade14f48m	73.19407653808594	72.86851501464844	20230407
68abda28n	69.53109741210938	70.25137329101562	20230404
68abda28n	70.57560729980469	73.9577865600586	20230405
68abda28n	75.97786712646484	75.4645767211914	20230406
68abda28n	80.27399444580078	70.60478210449219	20230407
d83a679ep	68.10700225830078	70.04759979248047	20230404
d83a679ep	75.20537567138672	71.30569458007812	20230405
d83a679ep	70.98912048339844	70.15145874023438	20230406
d83a679ep	72.47321319580078	72.98831176757812	20230407
df3d371fq	69.7792739868164	76.62306213378906	20230404
df3d371fq	68.89942169189453	71.40625	20230405
df3d371fq	73.51372528076172	77.52921295166016	20230406
df3d371fq	82.06440734863281	69.62474822998047	20230407
3973ea35r	70.3175277709961	73.5843734741211	20230404
3973ea35r	74.6150131225586	69.62413024902344	20230405
3973ea35r	70.29512786865234	71.1529312133789	20230406
3973ea35r	73.07583618164062	73.96151733398438	20230407
8a966469s	76.17375946044922	75.91734313964844	20230404
8a966469s	70.14852905273438	68.68956756591797	20230405
8a966469s	71.12425231933594	71.55297088623047	20230406
8a966469s	80.95024108886719	70.1832275390625	20230407
8d978969t	68.06117248535156	76.71394348144531	20230404
8d978969t	74.04720306396484	75.35487365722656	20230405
8d978969t	75.2281265258789	75.79811096191406	20230406
8d978969t	72.68409729003906	72.06976318359375	20230407
6e03f027u	55.77225112915039	75.97777557373047	20230404
6e03f027u	72.95449829101562	68.3756332397461	20230405
6e03f027u	70.3336410522461	70.31778717041016	20230406
6e03f027u	81.59293365478516	69.19934844970703	20230407
fdcd79d7v	64.5880126953125	70.00955200195312	20230404
fdcd79d7v	71.85972595214844	75.31427001953125	20230405
fdcd79d7v	75.80683898925781	75.62568664550781	20230406
fdcd79d7v	72.94436645507812	73.07696533203125	20230407
aa8ebe0aw	64.03984069824219	76.59402465820312	20230404
aa8ebe0aw	71.8547592163086	68.08013916015625	20230405
aa8ebe0aw	76.81864929199219	76.75910186767578	20230406
aa8ebe0aw	81.26629638671875	69.84053802490234	20230407
ac59bae0x	68.98374938964844	74.08760833740234	20230404
ac59bae0x	73.652587890625	72.8519515991211	20230405
ac59bae0x	71.11737060546875	70.83721923828125	20230406
ac59bae0x	72.74874877929688	79.2511978149414	20230407
1c1f3efay	76.97293853759766	76.30839538574219	20230404
1c1f3efay	69.36532592773438	70.25281524658203	20230405
1c1f3efay	76.06182098388672	73.47956848144531	20230406
1c1f3efay	81.23048400878906	72.36991882324219	20230407
426f2c6fz	67.47772216796875	69.45130157470703	20230404
426f2c6fz	69.12989044189453	67.63573455810547	20230405
426f2c6fz	70.82363891601562	69.97789764404297	20230406
426f2c6fz	72.64601135253906	72.50468444824219	20230407
885a4d780	76.48049926757812	76.62734985351562	20230404
885a4d780	69.39801788330078	71.47406005859375	20230405
885a4d780	69.20419311523438	71.45123291015625	20230406
885a4d780	82.2736587524414	69.34794616699219	20230407
7e69e0cc1	70.24061584472656	70.48997497558594	20230404
7e69e0cc1	69.7904281616211	69.25414276123047	20230405
7e69e0cc1	77.83879089355469	76.6910629272461	20230406
7e69e0cc1	73.4874038696289	74.02937316894531	20230407
9e81cf4a2	67.94658660888672	69.54912567138672	20230404
9e81cf4a2	69.06123352050781	69.74449920654297	20230405
9e81cf4a2	71.57071685791016	70.92030334472656	20230406
9e81cf4a2	77.0369873046875	70.21407318115234	20230407
729da7213	71.0208511352539	76.67098236083984	20230404
729da7213	71.32767486572266	75.16703796386719	20230405
729da7213	73.54931640625	74.77330780029297	20230406
729da7213	71.80577850341797	74.5326156616211	20230407
9effddf54	69.84970092773438	55.66748046875	20230404
9effddf54	72.23919677734375	74.48628997802734	20230405
9effddf54	69.7120361328125	70.78274536132812	20230406
9effddf54	74.8572998046875	70.6041488647461	20230407
565891c35	64.9130630493164	75.58687591552734	20230404
565891c35	69.34766387939453	65.34184265136719	20230405
565891c35	70.3443374633789	70.07392883300781	20230406
565891c35	71.66890716552734	72.31751251220703	20230407
c84af1c86	76.61959838867188	76.40321350097656	20230404
c84af1c86	69.14789581298828	69.3052749633789	20230405
c84af1c86	70.78441619873047	70.6390609741211	20230406
c84af1c86	79.9937744140625	69.267333984375	20230407
5b03325d7	71.11961364746094	76.51495361328125	20230404
5b03325d7	69.77427673339844	69.88601684570312	20230405
5b03325d7	75.92322540283203	77.97258758544922	20230406
5b03325d7	72.44844818115234	78.8149642944336	20230407
5adeebdb8	70.31241607666016	70.36463165283203	20230404
5adeebdb8	69.2145004272461	62.77219009399414	20230405
5adeebdb8	73.36504364013672	74.44425201416016	20230406
5adeebdb8	80.65708923339844	71.67483520507812	20230407
4dfdab2f9	76.89200592041016	76.14826965332031	20230404
4dfdab2f9	69.50443267822266	70.22041320800781	20230405
4dfdab2f9	70.16119384765625	70.09452056884766	20230406
4dfdab2f9	72.34198760986328	77.86019897460938	20230407
aedc0c70b	68.93524169921875	69.9381103515625	20230404
aedc0c70b	70.27326202392578	70.82972717285156	20230405
aedc0c70b	75.13430786132812	78.34642028808594	20230406
aedc0c70b	76.61603546142578	70.47867584228516	20230407
431989eec	71.04061889648438	76.51310729980469	20230404
431989eec	69.79403686523438	69.87033081054688	20230405
431989eec	70.31352996826172	71.32929992675781	20230406
431989eec	71.2422866821289	73.52422332763672	20230407
5a415ff7d	66.1694564819336	69.97570037841797	20230404
5a415ff7d	70.00641632080078	71.3601303100586	20230405
5a415ff7d	70.73426818847656	71.06675720214844	20230406
5a415ff7d	81.72311401367188	69.79092407226562	20230407
d1897990e	73.49488067626953	76.52804565429688	20230404
d1897990e	69.26692962646484	59.92832565307617	20230405
d1897990e	76.36495971679688	76.72801971435547	20230406
d1897990e	73.33153533935547	73.82157135009766	20230407
d11df673f	70.59320068359375	69.18406677246094	20230404
d11df673f	70.85729217529297	70.06613159179688	20230405
d11df673f	71.02986145019531	70.92937469482422	20230406
d11df673f	71.61560821533203	74.68013763427734	20230407
894ef80ag	70.4127197265625	69.70028686523438	20230404
894ef80ag	69.01618957519531	68.28229522705078	20230405
894ef80ag	75.97592163085938	75.83427429199219	20230406
894ef80ag	82.00105285644531	69.98947143554688	20230407
d7b3691dh	69.83419799804688	70.6197738647461	20230404
d7b3691dh	68.71204376220703	43.542030334472656	20230405
d7b3691dh	74.22396087646484	75.933837890625	20230406
d7b3691dh	78.0941162109375	69.86605834960938	20230407
0abe77d1j	66.83209228515625	69.44483184814453	20230404
0abe77d1j	71.62625122070312	67.47999572753906	20230405
0abe77d1j	70.28656768798828	70.89387512207031	20230406
0abe77d1j	74.23091125488281	70.47866821289062	20230407
cb68a5eak	72.95198822021484	75.08099365234375	20230404
cb68a5eak	74.9798812866211	71.08804321289062	20230405
cb68a5eak	75.03331756591797	77.10231018066406	20230406
cb68a5eak	70.81732940673828	73.93411254882812	20230407
f7bbb6a5m	68.7730712890625	70.5928726196289	20230404
f7bbb6a5m	71.61591339111328	69.43047332763672	20230405
f7bbb6a5m	70.31525421142578	71.060302734375	20230406
f7bbb6a5m	82.05113220214844	69.91769409179688	20230407
2569cdd4n	70.51465606689453	70.54423522949219	20230404
2569cdd4n	69.73416900634766	69.98294067382812	20230405
2569cdd4n	71.21509552001953	71.47234344482422	20230406
2569cdd4n	73.53547668457031	77.81940460205078	20230407
dc285daap	70.17025756835938	70.37705993652344	20230404
dc285daap	68.59363555908203	70.85501098632812	20230405
dc285daap	72.49518585205078	72.87054443359375	20230406
dc285daap	79.4677505493164	70.4874038696289	20230407
629813caq	67.94649505615234	69.49451446533203	20230404
629813caq	68.63337707519531	69.67809295654297	20230405
629813caq	69.25437927246094	69.94285583496094	20230406
629813caq	72.56896209716797	73.72396850585938	20230407
870abce9r	76.04035949707031	76.47265625	20230404
870abce9r	68.84073638916016	68.90872192382812	20230405
870abce9r	75.96659088134766	74.27259063720703	20230406
870abce9r	81.93576049804688	70.16925811767578	20230407
4875deads	66.50283813476562	70.60297393798828	20230404
4875deads	68.34403991699219	69.40083312988281	20230405
4875deads	74.72257995605469	77.72517395019531	20230406
4875deads	73.35506439208984	72.42241668701172	20230407
b253b183t	70.23235321044922	69.88410186767578	20230404
b253b183t	72.44685363769531	74.37896728515625	20230405
b253b183t	69.26890563964844	71.52511596679688	20230406
b253b183t	78.72520446777344	69.27066802978516	20230407
7651282au	71.5382308959961	76.45096588134766	20230404
7651282au	68.48538208007812	65.45133209228516	20230405
7651282au	70.48473358154297	71.47126770019531	20230406
7651282au	71.75274658203125	74.24674987792969	20230407
5a343b30v	70.16883850097656	76.23442077636719	20230404
5a343b30v	73.91610717773438	72.72473907470703	20230405
5a343b30v	74.58395385742188	78.0923080444336	20230406
5a343b30v	71.40103149414062	70.40701293945312	20230407
6aabe3b1w	62.940670013427734	70.5741195678711	20230404
6aabe3b1w	75.1595687866211	71.79673767089844	20230405
6aabe3b1w	70.99179077148438	75.88136291503906	20230406
6aabe3b1w	73.09867095947266	77.85425567626953	20230407
245ebf68x	70.57588958740234	76.58789825439453	20230404
245ebf68x	75.5439682006836	71.61257934570312	20230405
245ebf68x	69.32441711425781	71.00570678710938	20230406
245ebf68x	68.9552993774414	74.42131042480469	20230407
39138745y	65.33409118652344	76.0980453491211	20230404
39138745y	69.162353515625	69.64237213134766	20230405
39138745y	72.86498260498047	68.68548583984375	20230406
39138745y	70.55900573730469	74.4708023071289	20230407
851e023fz	74.34366607666016	74.1331787109375	20230404
851e023fz	68.75325012207031	70.06857299804688	20230405
851e023fz	69.89986419677734	68.0240249633789	20230406
851e023fz	82.28157806396484	70.55936431884766	20230407
9f67e8d8g	76.5645751953125	77.00646209716797	20230404
9f67e8d8g	71.80744934082031	71.80211639404297	20230405
9f67e8d8g	70.32850646972656	70.92314147949219	20230406
9f67e8d8g	73.48920440673828	73.11576080322266	20230407
cd506439t	64.76287078857422	70.29036712646484	20230404
cd506439t	71.6558837890625	67.39116668701172	20230405
cd506439t	76.16484069824219	76.55490112304688	20230406
cd506439t	73.94930267333984	69.52310180664062	20230407
822b4709u	70.16680908203125	69.61294555664062	20230404
822b4709u	70.11309051513672	68.74083709716797	20230405
822b4709u	70.97675323486328	70.75350189208984	20230406
822b4709u	69.76115417480469	73.00206756591797	20230407
74fc6333v	68.37378692626953	70.2177505493164	20230404
74fc6333v	67.6814193725586	69.65361022949219	20230405
74fc6333v	72.95800018310547	73.49932098388672	20230406
74fc6333v	74.71224975585938	71.52549743652344	20230407
2e7f2fb4w	69.95587158203125	69.09271240234375	20230404
2e7f2fb4w	78.77335357666016	73.20307159423828	20230405
2e7f2fb4w	74.98668670654297	72.06038665771484	20230406
2e7f2fb4w	70.4135971069336	74.45945739746094	20230407
00aaa190x	68.87086486816406	70.20330047607422	20230404
00aaa190x	70.56558227539062	71.6279067993164	20230405
00aaa190x	70.65036010742188	68.81241607666016	20230406
00aaa190x	78.83826446533203	70.47772216796875	20230407
80948d47y	65.98274230957031	69.9059829711914	20230404
80948d47y	69.2364501953125	71.5810775756836	20230405
80948d47y	75.53333282470703	76.07144165039062	20230406
80948d47y	71.97260284423828	72.54256439208984	20230407
b0ef6f02z	46.938350677490234	76.7769775390625	20230404
b0ef6f02z	70.8079605102539	73.28295135498047	20230405
b0ef6f02z	70.55390167236328	71.02552032470703	20230406
b0ef6f02z	76.6676025390625	68.95347595214844	20230407
adf01e411	59.0065803527832	70.64154052734375	20230404
adf01e411	74.43250274658203	73.47227478027344	20230405
adf01e411	71.0217056274414	70.38755798339844	20230406
adf01e411	71.15603637695312	81.69103240966797	20230407
7f6157af2	70.72594451904297	68.19770050048828	20230404
7f6157af2	73.69219970703125	74.86312866210938	20230405
7f6157af2	74.73692321777344	76.37786102294922	20230406
7f6157af2	77.15634155273438	70.48829650878906	20230407
0aef925a3	71.53587341308594	72.11380767822266	20230404
0aef925a3	69.07054138183594	68.11227416992188	20230405
0aef925a3	70.49790954589844	70.71932983398438	20230406
0aef925a3	81.62298583984375	69.59819793701172	20230407
f76b94ba4	47.05018615722656	76.11796569824219	20230404
f76b94ba4	68.85205841064453	69.49783325195312	20230405
f76b94ba4	76.41378021240234	75.73701477050781	20230406
f76b94ba4	73.2343978881836	73.1485366821289	20230407
50c859b85	70.60755920410156	74.46435546875	20230404
50c859b85	71.9505386352539	72.84527587890625	20230405
50c859b85	76.18624114990234	73.34144592285156	20230406
50c859b85	81.83557891845703	70.41653442382812	20230407
e48194ef6	62.22718811035156	76.68401336669922	20230404
e48194ef6	68.80846405029297	69.34300994873047	20230405
e48194ef6	70.1240463256836	69.80186462402344	20230406
e48194ef6	71.43184661865234	73.2021484375	20230407
a36192097	71.03108215332031	72.98066711425781	20230404
a36192097	73.42779541015625	72.39018249511719	20230405
a36192097	73.06741333007812	74.58462524414062	20230406
a36192097	74.6571044921875	69.68025207519531	20230407
f1bda6d98	69.58943176269531	69.0230712890625	20230404
f1bda6d98	69.4923095703125	70.45733642578125	20230405
f1bda6d98	69.8305892944336	70.47767639160156	20230406
f1bda6d98	70.30780029296875	78.85265350341797	20230407
48dcd73a9	70.78131103515625	72.4052505493164	20230404
48dcd73a9	73.17577362060547	78.40127563476562	20230405
48dcd73a9	75.30535888671875	74.85592651367188	20230406
48dcd73a9	79.80801391601562	71.6835708618164	20230407
85d47567b	55.080291748046875	76.82733917236328	20230404
85d47567b	73.1850814819336	74.3261489868164	20230405
85d47567b	70.80668640136719	70.1173324584961	20230406
85d47567b	72.12857818603516	72.75498962402344	20230407
14f26e1fc	68.22582244873047	70.44715118408203	20230404
14f26e1fc	69.63113403320312	72.8582992553711	20230405
14f26e1fc	76.1097412109375	73.37454223632812	20230406
14f26e1fc	81.2147445678711	69.51643371582031	20230407
25ce4b97d	70.56986999511719	73.5885009765625	20230404
25ce4b97d	69.29800415039062	69.14019012451172	20230405
25ce4b97d	70.09455871582031	69.99832916259766	20230406
25ce4b97d	72.43492126464844	73.95330047607422	20230407
b1f4fc7ae	68.31016540527344	69.06266784667969	20230404
b1f4fc7ae	69.36372375488281	70.28445434570312	20230405
b1f4fc7ae	72.92847442626953	72.3088150024414	20230406
b1f4fc7ae	81.95955657958984	70.07559967041016	20230407
2751b6bdf	73.34748840332031	38.640960693359375	20230404
2751b6bdf	67.78849792480469	68.77877044677734	20230405
2751b6bdf	69.68646240234375	69.02544403076172	20230406
2751b6bdf	73.3931884765625	73.63065338134766	20230407
ea1239afg	46.61163330078125	75.84368133544922	20230404
ea1239afg	71.12680053710938	72.62704467773438	20230405
ea1239afg	75.62429809570312	76.06822967529297	20230406
ea1239afg	80.43637084960938	70.11332702636719	20230407
a8d0ea52h	69.87092590332031	73.06719207763672	20230404
a8d0ea52h	69.47200012207031	71.31367492675781	20230405
a8d0ea52h	70.81735229492188	70.65705871582031	20230406
a8d0ea52h	72.32514953613281	73.63150787353516	20230407
1e93dd11j	76.41417694091797	72.62628173828125	20230404
1e93dd11j	68.2526626586914	68.80915832519531	20230405
1e93dd11j	69.86125946044922	69.93354034423828	20230406
1e93dd11j	78.87117004394531	69.87166595458984	20230407
0f8605fak	68.74858856201172	68.51455688476562	20230404
0f8605fak	67.75218200683594	67.38562774658203	20230405
0f8605fak	74.24613189697266	71.7362060546875	20230406
0f8605fak	71.9340591430664	75.39046478271484	20230407
7b4d029bm	70.36486053466797	70.55817413330078	20230404
7b4d029bm	69.39139556884766	69.65457916259766	20230405
7b4d029bm	70.16258239746094	69.07127380371094	20230406
7b4d029bm	81.9548110961914	70.865234375	20230407
db9043dcn	70.19995880126953	68.86843872070312	20230404
db9043dcn	72.76812744140625	73.5293960571289	20230405
db9043dcn	76.06134033203125	72.35462188720703	20230406
db9043dcn	73.13861083984375	73.66789245605469	20230407
228687d7p	63.27799987792969	75.98072052001953	20230404
228687d7p	74.54546356201172	73.31146240234375	20230405
228687d7p	74.22864532470703	76.42715454101562	20230406
228687d7p	80.68699645996094	70.01078033447266	20230407
e5dbc241q	70.09976959228516	69.9929428100586	20230404
e5dbc241q	71.43766021728516	72.8653335571289	20230405
e5dbc241q	70.74800109863281	70.78355407714844	20230406
e5dbc241q	72.897705078125	73.13871765136719	20230407
a3a360bfr	76.87410736083984	70.47184753417969	20230404
a3a360bfr	73.3584213256836	63.30532455444336	20230405
a3a360bfr	76.05813598632812	72.6457748413086	20230406
a3a360bfr	81.69922637939453	69.79088592529297	20230407
8cdb8d48s	68.47633361816406	70.20441436767578	20230404
8cdb8d48s	68.16203308105469	66.56082153320312	20230405
8cdb8d48s	71.2301025390625	69.5401611328125	20230406
8cdb8d48s	73.0072250366211	73.35647583007812	20230407
552eaa26t	71.98501586914062	72.83977508544922	20230404
552eaa26t	74.59524536132812	71.82674407958984	20230405
552eaa26t	71.2280044555664	69.3759765625	20230406
552eaa26t	81.3064956665039	70.11941528320312	20230407
6ab75c87u	70.72866821289062	76.05423736572266	20230404
6ab75c87u	70.84037780761719	70.85443878173828	20230405
6ab75c87u	73.90312957763672	73.16938781738281	20230406
6ab75c87u	72.67081451416016	72.30851745605469	20230407
fcf331f7v	62.4537467956543	76.46533203125	20230404
fcf331f7v	74.22380828857422	74.2296142578125	20230405
fcf331f7v	69.69052124023438	70.11266326904297	20230406
fcf331f7v	78.99515533447266	68.98097229003906	20230407
0a624458w	70.36219787597656	71.05244445800781	20230404
0a624458w	68.57142639160156	69.8973159790039	20230405
0a624458w	73.03506469726562	72.60963439941406	20230406
0a624458w	72.05899047851562	73.57205200195312	20230407
371f3cbex	67.90470886230469	69.57304382324219	20230404
371f3cbex	77.65788269042969	77.6805648803711	20230405
371f3cbex	72.0925064086914	75.75700378417969	20230406
371f3cbex	81.91123962402344	69.89349365234375	20230407
498842e9y	73.74954223632812	73.10556030273438	20230404
498842e9y	73.25552368164062	69.59575653076172	20230405
498842e9y	68.89376831054688	70.49999237060547	20230406
498842e9y	72.92723083496094	74.44490814208984	20230407
74586641z	69.08699035644531	68.75483703613281	20230404
74586641z	78.18537902832031	78.23087310791016	20230405
74586641z	62.17890930175781	73.59925842285156	20230406
74586641z	73.37220764160156	73.33487701416016	20230407
1097270a8	66.52739715576172	70.33241271972656	20230404
1097270a8	72.23416137695312	72.92051696777344	20230405
1097270a8	64.36981201171875	70.22364807128906	20230406
1097270a8	73.41705322265625	73.63258361816406	20230407
00b24a1c9	68.9586181640625	70.30662536621094	20230404
00b24a1c9	72.89715576171875	61.386775970458984	20230405
00b24a1c9	72.55413055419922	73.15217590332031	20230406
00b24a1c9	72.91175842285156	74.80746459960938	20230407
2587b8e4b	59.141456604003906	70.3275146484375	20230404
2587b8e4b	71.54377746582031	73.3511962890625	20230405
2587b8e4b	68.29035949707031	67.77891540527344	20230406
2587b8e4b	82.1409683227539	69.19805908203125	20230407
adac730dc	68.09095001220703	68.87672424316406	20230404
adac730dc	68.85993957519531	69.04743957519531	20230405
adac730dc	70.50920867919922	70.92347717285156	20230406
adac730dc	72.91110229492188	72.82275390625	20230407
5628f18ed	62.75204086303711	70.69459533691406	20230404
5628f18ed	77.69062042236328	75.7402114868164	20230405
5628f18ed	75.72090911865234	73.0129165649414	20230406
5628f18ed	81.50094604492188	69.69866943359375	20230407
9746911ae	69.80873107910156	70.6067123413086	20230404
9746911ae	73.89389038085938	75.55317687988281	20230405
9746911ae	71.05368041992188	68.84822082519531	20230406
9746911ae	72.94957733154297	71.98117065429688	20230407
56b423a9f	70.71949005126953	69.43366241455078	20230404
56b423a9f	74.86624145507812	74.28968048095703	20230405
56b423a9f	68.79425048828125	67.6746597290039	20230406
56b423a9f	81.57946014404297	68.98725891113281	20230407
c97af2fbg	76.39852142333984	76.98902130126953	20230404
c97af2fbg	73.72705841064453	77.71649932861328	20230405
c97af2fbg	45.6436767578125	75.66407012939453	20230406
c97af2fbg	72.93836212158203	73.42565155029297	20230407
40079f83s	70.37932586669922	75.99272155761719	20230404
40079f83s	70.98133850097656	70.98980712890625	20230405
40079f83s	63.05427551269531	70.56513977050781	20230406
40079f83s	77.83119201660156	69.70613098144531	20230407
bb7019f2t	70.35675048828125	76.1032485961914	20230404
bb7019f2t	65.30689239501953	73.70768737792969	20230405
bb7019f2t	71.33037567138672	70.25150299072266	20230406
bb7019f2t	72.16908264160156	74.4917984008789	20230407
6cb00e16u	76.0830078125	71.75143432617188	20230404
6cb00e16u	72.47631072998047	60.92715835571289	20230405
6cb00e16u	72.48837280273438	73.83705139160156	20230406
6cb00e16u	77.18473052978516	70.47337341308594	20230407
bcf6d65bv	70.6856918334961	76.6094970703125	20230404
bcf6d65bv	73.39351654052734	74.3520278930664	20230405
bcf6d65bv	69.01615142822266	70.64395904541016	20230406
bcf6d65bv	71.08695220947266	74.02729034423828	20230407
b67bec07w	76.88097381591797	76.27689361572266	20230404
b67bec07w	69.42766571044922	68.70092010498047	20230405
b67bec07w	75.75242614746094	70.61128234863281	20230406
b67bec07w	81.90738677978516	70.13911437988281	20230407
56fd518bx	70.31382751464844	70.82630157470703	20230404
56fd518bx	70.85540771484375	69.36090850830078	20230405
56fd518bx	75.72663879394531	72.23308563232422	20230406
56fd518bx	73.37454223632812	73.57220458984375	20230407
c807c08ay	64.23138427734375	70.2055892944336	20230404
c807c08ay	71.8032455444336	68.83418273925781	20230405
c807c08ay	70.09303283691406	69.09651184082031	20230406
c807c08ay	80.72570037841797	70.5499267578125	20230407
ef108768z	67.50567626953125	69.83374786376953	20230404
ef108768z	71.4393081665039	74.3353271484375	20230405
ef108768z	76.69049072265625	76.27222442626953	20230406
ef108768z	77.53583526611328	70.19302368164062	20230407
cb2339e00	68.59017944335938	70.76617431640625	20230404
cb2339e00	78.30982208251953	71.6812973022461	20230405
cb2339e00	70.49662017822266	70.80548858642578	20230406
cb2339e00	80.95712280273438	69.93115234375	20230407
07ebf0b41	70.08766174316406	70.1540756225586	20230404
07ebf0b41	67.7290267944336	75.05660247802734	20230405
07ebf0b41	69.75525665283203	71.41004180908203	20230406
